Term,CRN,Subject,Course Number,Section,Title,Credits,Campus,Instructional Method,Schedule Type,Enrollment,Max Enrollment,Seats Available,Waitlist Count,Waitlist Capacity,Instructor,Days,Start Time,End Time,Building,Room,Start Date,End Date
Spring 2026,40072,ACC,200,01,Princ of Financial Accounting,3,Online,T,Lecture,33,35,2,0,5,Wafeek Abdelsayed,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,40073,ACC,200,02,Princ of Financial Accounting,3,Main Campus,T,Lecture,34,35,1,0,5,David Allen,Mon,1400,1515,School of Business,105,01/21/2026,05/17/2026
Spring 2026,40074,ACC,200,03,Princ of Financial Accounting,3,Main Campus,T,Lecture,33,35,2,0,5,Carly Whitmer,Tue,1815,1930,School of Business,204,01/21/2026,05/17/2026
Spring 2026,40075,ACC,200,04,Princ of Financial Accounting,3,Online,T,Lecture,33,35,2,0,5,Janet Phillips,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,40076,ACC,200,05,Princ of Financial Accounting,3,Main Campus,T,Lecture,35,35,0,0,5,Komal Warren,Tue Thu,1225,1340,School of Business,302,01/21/2026,05/17/2026
Spring 2026,41675,ACC,200,06,Princ of Financial Accounting,3,Main Campus,T,Lecture,31,35,4,0,5,Carly Whitmer,Wed,1525,1640,School of Business,304,01/21/2026,05/17/2026
Spring 2026,40078,ACC,210,01,Managerial Accounting,3,Main Campus,,Lecture,26,35,9,0,5,Wafeek Abdelsayed,Thu,1350,1505,School of Business,202,01/21/2026,05/17/2026
Spring 2026,40079,ACC,210,02,Managerial Accounting,3,Online,,Lecture,35,35,0,0,5,Esther Shin,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,40080,ACC,210,03,Managerial Accounting,3,Online,,Lecture,34,35,1,0,5,Emmanuel Emenyonu,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,40081,ACC,210,04,Managerial Accounting,3,Main Campus,,Lecture,29,35,6,0,5,James Aselta,Mon Wed,1525,1640,School of Business,204,01/21/2026,05/17/2026
Spring 2026,42133,ACC,210,05,Managerial Accounting,3,Online,,Lecture,33,35,2,0,5,Esther Shin,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,40082,ACC,310,01,Intermediate Accounting I,3,Main Campus,,Lecture,10,30,20,0,5,Komal Warren,Tue Thu,1650,1805,School of Business,204,01/21/2026,05/17/2026
Spring 2026,41511,ACC,310,02,Intermediate Accounting I,3,Main Campus,,Lecture,30,35,5,0,5,Komal Warren,Tue Thu,1100,1215,School of Business,303,01/21/2026,05/17/2026
Spring 2026,40083,ACC,311,01,Intermediate Accounting II,3,Main Campus,,Lecture,33,40,7,0,5,David Allen,Mon Wed,1650,1805,School of Business,304,01/21/2026,05/17/2026
Spring 2026,41840,ACC,312,01,Intermediate Accounting III,3,Main Campus,T,Lecture,32,40,8,0,5,David Allen,Mon Wed,1525,1640,School of Business,302,01/21/2026,05/17/2026
Spring 2026,40084,ACC,350,01,Federal Income Taxation,3,Main Campus,,Lecture,30,30,0,0,5,Frank Bevvino,Mon,1400,1515,School of Business,202,01/21/2026,05/17/2026
Spring 2026,42927,ACC,351,01,Advanced Studies in Taxation,3,Main Campus,,Lecture,22,25,3,0,0,Frank Bevvino,Wed,1400,1515,School of Business,202,01/21/2026,05/17/2026
Spring 2026,40086,ACC,352,01,Income Tax Practicum,3,Main Campus,T,Practicum,10,10,0,0,5,Anna Rivera-Alfaro,Wed,1700,1930,School of Business,105,01/21/2026,05/17/2026
Spring 2026,40087,ACC,370,01,Accounting Information Systems,3,Online,,Lecture,39,40,1,0,5,Emmanuel Emenyonu,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,40088,ACC,410,01,Advanced Accounting,3,Main Campus,,Lecture,34,35,1,0,5,Wafeek Abdelsayed,Thu,1525,1640,School of Business,303,01/21/2026,05/17/2026
Spring 2026,40089,ACC,424,01,International Accounting,3,Online,,Lecture,31,35,4,0,5,Emmanuel Emenyonu,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,40090,ACC,461,01,Auditing,3,Main Campus,,Lecture,36,40,4,0,5,James Aselta,Mon Wed,1650,1805,School of Business,122,01/21/2026,05/17/2026
Spring 2026,42880,ACC,497,01,Internship,3,Main Campus,,Internship,3,3,0,0,0,David Allen,,,,,,01/21/2026,05/17/2026
Spring 2026,43116,ACC,497,02,Internship,3,Main Campus,,Internship,3,3,0,0,0,Wafeek Abdelsayed,,,,,,01/21/2026,05/17/2026
Spring 2026,43181,ACC,497,03,Internship,3,Main Campus,,Internship,2,2,0,0,0,Komal Warren,,,,,,01/21/2026,05/17/2026
Spring 2026,43251,ACC,497,04,Internship,6,Main Campus,,Internship,1,1,0,0,0,Wafeek Abdelsayed,,,,,,01/21/2026,05/17/2026
Spring 2026,43356,ACC,497,05,Internship,6,Main Campus,,Internship,1,1,0,0,0,David Allen,,,,,,01/21/2026,05/17/2026
Spring 2026,43388,ACC,497,06,Internship,3,Main Campus,,Internship,1,1,0,0,0,Russell Engel,,,,,,01/21/2026,05/17/2026
Spring 2026,43395,ACC,497,07,Internship,5,Main Campus,,Internship,1,1,0,0,0,Russell Engel,,,,,,01/21/2026,05/17/2026
Spring 2026,43133,ACC,499,01W,*Independent Study,3,Main Campus,,Independent Study,1,1,0,0,0,David Allen,,,,,,01/21/2026,05/17/2026
Spring 2026,43135,ACC,499,02,Independent Study,3,Main Campus,,Independent Study,2,2,0,0,0,David Allen,,,,,,01/21/2026,05/17/2026
Spring 2026,43396,AFR,475,01,Seminar in Africana Studies,3,Main Campus,T,Independent Study,1,1,0,0,0,Brandon Hutchinson,,,,,,03/23/2026,05/17/2026
Spring 2026,41019,ANT,101,02,Cultural Anthropology,3,Main Campus,,Lecture,18,30,12,0,10,Brenna Pisanelli,Mon Wed,1010,1100,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,41020,ANT,101,03,Cultural Anthropology,3,Main Campus,,Lecture,19,30,11,0,5,Claudia Bosch,Tue Thu,1100,1215,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,41021,ANT,101,04,Cultural Anthropology,3,Main Campus,,Lecture,17,30,13,0,5,Claudia Bosch,Tue Thu,0935,1050,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,41022,ANT,101,05,Cultural Anthropology,3,Online,,Lecture,25,25,0,0,5,Joseph Manzella,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,43067,ANT,101,07,Cultural Anthropology,3,Online,,Lecture,23,25,2,0,5,Kenneth McGill,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41023,ANT,102,01,Biological Anthropology,3,Online,,Lecture,25,25,0,0,5,Valerie Andrushko,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41024,ANT,102,02,Biological Anthropology,3,Main Campus,,Lecture,17,23,6,0,5,Sierra Bell,Mon Wed Fri,1210,1300,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41026,ANT,102,04,Biological Anthropology,3,Main Campus,,Lecture,21,23,2,0,5,Blaire Hensley-Marschand,Mon Fri,0910,1000,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41027,ANT,102,05,Biological Anthropology,3,Main Campus,,Lecture,23,23,0,0,5,Valerie Andrushko,Wed,1400,1515,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41028,ANT,102,06,Biological Anthropology,3,Main Campus,,Lecture,22,23,1,0,5,Blaire Hensley-Marschand,Mon Fri,1010,1100,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41029,ANT,102,07,Biological Anthropology,3,Main Campus,,Lecture,20,23,3,0,5,Sierra Bell,Mon Wed Fri,1110,1200,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41716,ANT,102,08,Biological Anthropology,3,Main Campus,,Lecture,23,23,0,0,5,David Paulson,Tue Thu,0810,0925,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41717,ANT,102,09,Biological Anthropology,3,Main Campus,,Lecture,24,23,-1,0,5,David Paulson,Tue Thu,1100,1215,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41031,ANT,201,01,The Global Community,3,Main Campus,T,Lecture,16,30,14,0,5,Elise Maragliano,Mon Wed,1110,1200,Engleman Hall,B218,01/21/2026,05/17/2026
Spring 2026,41032,ANT,201,02,The Global Community,3,Main Campus,T,Lecture,25,30,5,0,5,Elise Maragliano,Mon Wed,1210,1300,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,42263,ANT,201,03,The Global Community,3,Main Campus,T,Lecture,29,30,1,0,5,Tayler Page,Tue Thu,1225,1340,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,42264,ANT,201,04,The Global Community,3,Main Campus,T,Lecture,26,30,4,0,5,Tayler Page,Tue Thu,1525,1640,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,41033,ANT,205,01,Archaeology &amp; the Human Past,3,Main Campus,,Lecture,23,23,0,0,5,William Farley (he/him/his),Tue Thu,1100,1215,Morrill Hall,201,01/21/2026,05/17/2026
Spring 2026,41553,ANT,205,02,Archaeology &amp; the Human Past,3,Main Campus,,Lecture,20,23,3,0,5,Michael Rogers,Tue Thu,1350,1505,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41719,ANT,205,03,Archaeology &amp; the Human Past,3,Main Campus,,Lecture,23,23,0,0,5,Michael Rogers,Tue Thu,1225,1340,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41953,ANT,214,01,American Tongues- Politics of,3,Main Campus,T,Lecture,25,25,0,0,5,Kenneth McGill,Mon,1110,1200,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,42265,ANT,224,01,"Self, Language &amp; Society",3,Main Campus,T,Lecture,22,25,3,0,5,Kenneth McGill,Wed,1110,1200,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,41422,ANT,252,01,Intro to Forensic Science,3,Main Campus,T,Lecture,22,23,1,0,5,Joanie Amato,Thu,1700,1930,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41423,ANT,298,01,~Museum Studies,3,Main Campus,,Lecture,8,15,7,0,5,William Farley (he/him/his),Thu,1700,1930,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,41034,ANT,312,01W,*Medical Anthropology,3,Online,,Lecture,11,22,11,0,5,Kathleen Skoczen,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41036,ANT,322,01,Forensic Anthropology,3,Main Campus,T,Lecture,23,23,0,0,5,Valerie Andrushko,Mon,1700,1930,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41720,ANT,352,01,Crime Scene Investigation,3,Main Campus,T,Lecture,23,23,0,0,5,Sherry Mitchell,Wed,1700,1930,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,41037,ANT,372,01,"Sex, Gender, and Sexuality",3,Online,T,Lecture,10,25,15,0,5,Valerie Andrushko,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41038,ANT,376,01W,*Anthropology of Education,3,Main Campus,T,Lecture,20,22,2,0,5,Kenneth McGill,Wed,1700,1930,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,42266,ANT,380,01,Anthropology of Women/Health,3,Online,,Lecture,19,22,3,0,5,Kathleen Skoczen,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,42965,ANT,442,01,Advanced Forensic Anthropology,3,Main Campus,N,Independent Study,2,2,0,0,0,Valerie Andrushko,,,,,,01/21/2026,05/17/2026
Spring 2026,42267,ANT,445,01,Stones and Bones,3,Main Campus,T,Lecture,12,12,0,0,5,Michael Rogers,Tue,1700,1930,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,43046,ANT,470,01,Ethnographic Fieldwork Methods,3,Main Campus,,Independent Study,1,1,0,0,0,Kenneth McGill,,,,,,01/21/2026,05/17/2026
Spring 2026,43315,ANT,491,01,Supervised Research,6,Main Campus,T,Independent Study,1,1,0,0,0,Kenneth McGill,,,,,,01/21/2026,05/17/2026
Spring 2026,42909,ANT,497,01,Anthropology Internship,3,Main Campus,,Internship,1,1,0,0,0,Valerie Andrushko,,,,,,01/21/2026,05/17/2026
Spring 2026,43343,ANT,497,02,Anthropology Internship,6,Main Campus,,Internship,1,1,0,0,0,Valerie Andrushko,,,,,,01/21/2026,05/17/2026
Spring 2026,42269,ANT,535,01,Lab Methods in Arch,3,Main Campus,T,Lecture,13,22,9,0,5,William Farley (he/him/his),Tue,1350,1630,Morrill Hall,201,01/21/2026,05/17/2026
Spring 2026,42268,ANT,545,01,Stones and Bones,3,Main Campus,T,Lecture,9,22,13,0,5,Michael Rogers,Tue,1700,1930,Engleman Hall,C013,01/21/2026,05/17/2026
Spring 2026,42270,ANT,555,01,Museum Studies,3,Main Campus,T,Lecture,11,15,4,0,5,William Farley (he/him/his),Thu,1700,1930,Engleman Hall,C020,01/21/2026,05/17/2026
Spring 2026,43073,ANT,600,01,Independent Study,6,Main Campus,,Independent Study,1,1,0,0,0,Michael Rogers,,,,,,01/21/2026,05/17/2026
Spring 2026,43253,ANT,600,02,Independent Study,6,Main Campus,,Independent Study,1,1,0,0,0,William Farley (he/him/his),,,,,,01/21/2026,05/17/2026
Spring 2026,43268,ARB,101,02,Arabic II,3,Main Campus,N,Independent Study,1,1,0,0,0,Amer Abdullah,,,,,,01/21/2026,05/17/2026
Spring 2026,41137,ART,104,01,History of Western Art I,3,Online,,Lecture,25,25,0,0,5,Anahit Ter-Stepanian,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41139,ART,105,02,History of Western Art II,3,Main Campus,,Lecture,35,40,5,0,5,Chung-Lan Wang,Tue Thu,1100,1215,Buley Library,207,01/21/2026,05/17/2026
Spring 2026,41447,ART,105,03,History of Western Art II,3,Online,,Lecture,31,30,-1,0,5,Noelle King,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,42371,ART,105,04,History of Western Art II,3,Main Campus,,Lecture,39,40,1,0,5,Chung-Lan Wang,Tue Thu,1225,1340,Buley Library,207,01/21/2026,05/17/2026
Spring 2026,41140,ART,112,01,Color and 2-D Design,3,Main Campus,T,Studio,17,16,-1,0,5,Lauren Flaaen,Mon Wed,0810,1050,Earl Hall,211,01/21/2026,05/17/2026
Spring 2026,41141,ART,112,02,Color and 2-D Design,3,Main Campus,T,Studio,16,16,0,0,5,Steven DiGiovanni,Tue Thu,1700,1930,Earl Hall,211,01/21/2026,05/17/2026
Spring 2026,41142,ART,113,01,3-Dimensional Design,3,Main Campus,,Studio,13,16,3,0,5,Jeffrey Slomba,Tue Thu,1100,1340,Earl Hall,109,01/21/2026,05/17/2026
Spring 2026,41143,ART,113,02,3-Dimensional Design,3,Online,,Studio,18,20,2,0,5,Rachael Vaters-Carr,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41359,ART,113,03,3-Dimensional Design,3,Online,,Studio,15,20,5,0,5,Rachael Vaters-Carr,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41408,ART,114,01,Dig. Foundation for A&amp;D,3,Main Campus,T,Studio,14,16,2,0,5,Gerrit DeVries (he/him/his),Mon Wed,0810,1050,Engleman Hall,B131A,01/21/2026,05/17/2026
Spring 2026,41543,ART,114,02,Dig. Foundation for A&amp;D,3,Online,T,Studio,22,20,-2,0,5,Ramona Hylton,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41544,ART,114,03,Dig. Foundation for A&amp;D,3,Main Campus,T,Studio,14,16,2,0,5,Gerrit DeVries (he/him/his),Tue Thu,1700,1930,Engleman Hall,B131A,01/21/2026,05/17/2026
Spring 2026,41561,ART,114,04,Dig. Foundation for A&amp;D,3,Main Campus,T,Studio,14,16,2,0,5,Mary Jo McGonagle,Mon Wed,1700,1930,Engleman Hall,B131A,01/21/2026,05/17/2026
Spring 2026,42031,ART,114,05,Dig. Foundation for A&amp;D,3,Main Campus,T,Studio,16,16,0,0,5,Alexander Girard,Tue Thu,1100,1350,Engleman Hall,B131A,01/21/2026,05/17/2026
Spring 2026,42032,ART,114,06,Dig. Foundation for A&amp;D,3,Online,T,Studio,20,20,0,0,5,Ramona Hylton,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41144,ART,150,01,Introductory Drawing I,3,Main Campus,T,Studio,16,16,0,0,5,Benjamin Quesnel,Tue Thu,1700,1930,Earl Hall,104,01/21/2026,05/17/2026
Spring 2026,41145,ART,150,02,Introductory Drawing I,3,Main Campus,T,Studio,16,16,0,0,5,Leeah Joo,Tue Thu,1350,1630,Earl Hall,104,01/21/2026,05/17/2026
Spring 2026,41146,ART,150,03,Introductory Drawing I,3,Main Campus,T,Studio,15,16,1,0,5,Vladimir Shpitalnik,Tue Thu,0810,1050,Earl Hall,104,01/21/2026,05/17/2026
Spring 2026,41147,ART,150,04,Introductory Drawing I,3,Main Campus,T,Studio,14,16,2,0,5,Michael Faulkner,Mon Wed,1110,1350,Earl Hall,104,01/21/2026,05/17/2026
Spring 2026,41148,ART,151,01,Introductory Drawing II,3,Main Campus,,Studio,15,16,1,0,5,Steven DiGiovanni,Mon Wed,0810,1050,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41149,ART,151,02,Introductory Drawing II,3,Main Campus,,Studio,16,16,0,0,5,Leeah Joo,Tue Thu,1100,1340,Earl Hall,104,01/21/2026,05/17/2026
Spring 2026,42521,ART,162,01,Photo. as Visual Language,3,Main Campus,T,Studio,12,14,2,0,5,Meredith Miller,Tue Thu,1350,1640,Earl Hall,207,01/21/2026,05/17/2026
Spring 2026,41360,ART,201,01,Visual Art &amp; Studio Exp,3,Online,,Studio,17,20,3,0,5,Sarah Tortora,,,,Online Course,ASYN,01/21/2026,03/15/2026
Spring 2026,41150,ART,201,02,Visual Art &amp; Studio Exp,3,Online,,Studio,18,20,2,0,0,Sarah Tortora,,,,Online Course,ASYN,03/23/2026,05/17/2026
Spring 2026,42373,ART,201,03,Visual Art &amp; Studio Exp,3,Main Campus,,Studio,15,16,1,0,0,Kenneth Lovell,Mon Wed,0810,1050,Earl Hall,102,03/23/2026,05/17/2026
Spring 2026,41151,ART,215,01,Graphic Design I,3,Main Campus,,Studio,17,16,-1,0,5,Zaida Velazco,Mon Wed,1110,1350,Earl Hall,216,01/21/2026,05/17/2026
Spring 2026,41152,ART,216,01,Typography I,3,Main Campus,,Studio,16,16,0,0,5,Graeme Swank,Tue Thu,0810,1040,Earl Hall,216,01/21/2026,05/17/2026
Spring 2026,41153,ART,220,01,Introductory Painting,3,Main Campus,,Studio,16,16,0,0,5,Marla McLeod,Mon Wed,1400,1640,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41154,ART,220,02,Introductory Painting,3,Main Campus,,Studio,14,16,2,0,5,Marla McLeod,Mon Wed,1700,1930,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41155,ART,220,03,Introductory Painting,3,Main Campus,,Studio,16,16,0,0,5,Thuan Vu,Tue Thu,0810,1050,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41156,ART,233,01,Jewelry/Metals I,3,Main Campus,,Studio,13,14,1,0,5,Michael Lake,Tue Thu,1700,1930,Earl Hall,205,01/21/2026,05/17/2026
Spring 2026,41157,ART,233,02,Jewelry/Metals I,3,Main Campus,,Studio,14,14,0,0,5,Amy Rogers,Mon Wed,1700,1930,Earl Hall,205,01/21/2026,05/17/2026
Spring 2026,41361,ART,233,03,Jewelry/Metals I,3,Main Campus,,Studio,13,14,1,0,5,Terrence Lavin,Tue Thu,1100,1340,Earl Hall,205,01/21/2026,05/17/2026
Spring 2026,41158,ART,236,01,Ceramics I-Hand-Building,3,Main Campus,,Studio,16,16,0,0,5,Gregory Cochenet,Tue Thu,1100,1340,Earl Hall,103,01/21/2026,05/17/2026
Spring 2026,41159,ART,236,02,Ceramics I-Hand-Building,3,Main Campus,,Studio,16,16,0,0,5,Josephine Rossomando,Mon Wed,1700,1930,Earl Hall,103,01/21/2026,05/17/2026
Spring 2026,41160,ART,236,03,Ceramics I-Hand-Building,3,Main Campus,,Studio,16,16,0,0,5,Emily Weiskopf,Tue Thu,1350,1630,Earl Hall,103,01/21/2026,05/17/2026
Spring 2026,41161,ART,237,01,Pottery I,3,Main Campus,T,Studio,12,13,1,0,5,Gregory Cochenet,Mon Wed,1110,1350,Earl Hall,107,01/21/2026,05/17/2026
Spring 2026,41162,ART,240,01,Sculpt-Construct/Subtract,3,Main Campus,,Studio,7,10,3,0,5,Jeffrey Slomba,Tue Thu,1350,1630,Earl Hall,109,01/21/2026,05/17/2026
Spring 2026,42076,ART,240,02,Sculpt-Construct/Subtract,3,Main Campus,,Studio,9,10,1,0,5,Michael Donovan,Mon Wed,1700,1930,Earl Hall,109,01/21/2026,05/17/2026
Spring 2026,41163,ART,241,01,Sculpture- Modeling &amp; Casting,3,Main Campus,,Studio,5,10,5,0,5,Rachael Vaters-Carr,Mon Wed,1110,1350,Earl Hall,109,01/21/2026,05/17/2026
Spring 2026,41164,ART,250,01,Intermediate Drawing,3,Main Campus,,Studio,4,16,12,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41165,ART,260,01,"Etching, Woodcut, &amp; Collograph",3,Main Campus,,Studio,9,16,7,0,5,T. Carr,Mon Wed,1400,1640,Earl Hall,102,01/21/2026,05/17/2026
Spring 2026,41721,ART,260,02,"Etching, Woodcut, &amp; Collograph",3,Main Campus,,Studio,16,16,0,0,5,T. Carr,Mon Wed,1110,1350,Earl Hall,102,01/21/2026,05/17/2026
Spring 2026,41166,ART,261,01,Lithography and Silkscreen,3,Main Campus,T,Studio,11,16,5,0,5,Karen Dow,Tue Thu,1700,1930,Earl Hall,102,01/21/2026,05/17/2026
Spring 2026,41167,ART,264,01,Photography for Art &amp; Design,3,Main Campus,N,Studio,14,14,0,0,5,Kevin Van Aelst,Tue Thu,0810,1040,Earl Hall,207,01/21/2026,05/17/2026
Spring 2026,41168,ART,264,02,Photography for Art &amp; Design,3,Online,N,Studio,13,20,7,0,5,Jeremy Chandler,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41169,ART,264,03,Photography for Art &amp; Design,3,Online,N,Studio,15,20,5,0,5,Melanie Willhide,,,,Online Course,ASYN,01/21/2026,05/17/2026
Spring 2026,41365,ART,266,01W,*Conspiracy Theories,3,Main Campus,,Studio,5,14,9,0,5,Troy Rondinone; Jeremy Chandler,Mon Wed,1110,1350,Earl Hall,207,01/21/2026,05/17/2026
Spring 2026,42678,ART,267,01,The Moving Image,3,Main Campus,T,Studio,14,14,0,0,5,Meredith Miller; Jeremy Chandler,Tue Thu,1100,1340,Earl Hall,207,01/21/2026,05/17/2026
Spring 2026,42383,ART,315,01,Graphic Design II,3,Main Campus,T,Studio,16,16,0,0,5,Alexander Girard,Mon Wed,1400,1640,Earl Hall,216,01/21/2026,05/17/2026
Spring 2026,42375,ART,316,01,Typography II,3,Main Campus,,Studio,15,16,1,0,5,Sean Eno,Tue Thu,1350,1630,Earl Hall,216,01/21/2026,05/17/2026
Spring 2026,41562,ART,318,01,Interactive Design,3,Main Campus,T,Studio,12,16,4,0,5,Kimberly Lewis (she/her/hers),Tue,1700,1930,Earl Hall,216,01/21/2026,05/17/2026
Spring 2026,41171,ART,320,01,Intermediate Painting I,3,Main Campus,,Studio,9,16,7,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41172,ART,321,01,Intermediate Painting II,3,Main Campus,,Studio,1,16,15,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41173,ART,333,01,Jewelry/Metals II,3,Main Campus,,Studio,6,14,8,0,5,Terrence Lavin,Tue Thu,1350,1630,Earl Hall,205,01/21/2026,05/17/2026
Spring 2026,41174,ART,334,01,Casting in Jewelry/Metals,3,Main Campus,,Studio,7,14,7,0,5,Terrence Lavin,Tue Thu,1350,1630,Earl Hall,205,01/21/2026,05/17/2026
Spring 2026,41175,ART,335,01,Student Teaching I,6,Off Campus,T,Student Teaching,2,2,0,0,5,Leslie Flowers,,,,,,01/21/2026,03/15/2026
Spring 2026,43089,ART,335,02,Student Teaching I,6,Main Campus,T,Student Teaching,1,1,0,0,0,Jill Goldberg,,,,,,01/21/2026,03/15/2026
Spring 2026,43091,ART,335,03,Student Teaching I,6,Main Campus,T,Student Teaching,1,1,0,0,0,Cynthia Parsons,,,,,,01/21/2026,03/15/2026
Spring 2026,43093,ART,335,04,Student Teaching I,6,Main Campus,T,Student Teaching,1,1,0,0,0,Kathryn Silver,,,,,,01/21/2026,03/15/2026
Spring 2026,43095,ART,335,05,Student Teaching I,6,Main Campus,T,Student Teaching,1,1,0,0,0,Laurie Vicario,,,,,,01/21/2026,03/15/2026
Spring 2026,43219,ART,335,06,Student Teaching I,6,Main Campus,T,Student Teaching,1,1,0,0,0,M. Patricia Bode,,,,,,01/21/2026,03/15/2026
Spring 2026,42679,ART,336,01,Ceramics II,3,Main Campus,,Studio,13,13,0,0,5,Zachary Dunn,Mon Wed,1400,1640,Earl Hall,103,01/21/2026,05/17/2026
Spring 2026,41177,ART,340,01,Intrmed Sculpt-Material/Concep,3,Main Campus,,Studio,2,10,8,0,5,Jeffrey Slomba,Tue Thu,1350,1630,Earl Hall,109,01/21/2026,05/17/2026
Spring 2026,41178,ART,341,01,Intrmed Sculpt-Process/Content,3,Main Campus,,Studio,3,10,7,0,5,Rachael Vaters-Carr,Mon Wed,1110,1350,Earl Hall,109,01/21/2026,05/17/2026
Spring 2026,41179,ART,350,01,Advanced Drawing I,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41180,ART,351,01,Advanced Drawing II,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,01/21/2026,05/17/2026
Spring 2026,41181,ART,360,01,"Intermediate- Etching,Wdct,Col",3,Main Campus,,Studio,4,16,12,0,5,T. Carr,Mon Wed,1400,1640,Earl Hall,102,01/21/2026,05/17/2026
Spring 2026,41182,ART,361,01,Intermediate- Litho &amp; Silk Sc,3,Main Campus,T,Studio,4,16,12,0,5,Karen Dow,Tue Thu,1700,1930,Earl Hall,102,01/21/2026,05/17/2026
Spring 2026,42374,ART,368,01,Photo. &amp; Digital Manipulation,3,Main Campus,T,Studio,9,14,5,0,5,Jeremy Chandler,Mon Wed,1400,1640,Earl Hall,207,01/21/2026,05/17/2026
Spring 2026,41183,ART,370,01,Strategies/Methods Tching Art,3,Main Campus,,Lecture,11,25,14,0,5,Megan Rudne; M. Patricia Bode,Wed,1400,1630,Earl Hall,202,01/21/2026,05/17/2026
Spring 2026,41184,ART,371,01,Curric Devel in Art Education,3,Main Campus,,Lecture,4,25,21,0,0,M. Patricia Bode,Tue,1400,1630,Earl Hall,202,01/21/2026,05/17/2026
Spring 2026,41185,ART,375,01,Supervised Clinical Field Exp,1,Main Campus,T,Field Study,4,25,21,0,0,M. Patricia Bode,,,,,,01/21/2026,05/17/2026
Spring 2026,43316,ART,392,01,Methods &amp; Theories/Art History,3,Main Campus,N,Independent Study,1,1,0,0,0,Camille Serchuk,,,,,,01/21/2026,05/17/2026
Spring 2026,41722,ART,398,01W,*~History of Graphic Design,3,Main Campus,,Lecture,24,22,-2,0,5,Hannah Petrikovsky,Tue Thu,1100,1215,Earl Hall,211,01/21/2026,05/17/2026
