Term,CRN,Subject,Course Number,Section,Title,Credits,Campus,Instructional Method,Schedule Type,Enrollment,Max Enrollment,Seats Available,Waitlist Count,Waitlist Capacity,Instructor,Days,Start Time,End Time,Building,Room,Start Date,End Date
Fall 2026,10887,ACC,200,01,Princ of Financial Accounting,3,Online,T,Lecture,0,30,30,0,5,Wafeek Abdelsayed,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10888,ACC,200,02,Princ of Financial Accounting,3,Main Campus,T,Lecture,0,30,30,0,5,TBA Staff,Mon,1400,1525,School of Business,104,08/25/2026,12/13/2026
Fall 2026,10889,ACC,200,03,Princ of Financial Accounting,3,Main Campus,T,Lecture,0,30,30,0,5,TBA Staff,Tue Thu,1225,1340,School of Business,202,08/25/2026,12/13/2026
Fall 2026,10890,ACC,200,04,Princ of Financial Accounting,3,Main Campus,T,Lecture,0,30,30,0,5,TBA Staff,Wed,1650,1805,School of Business,105,08/25/2026,12/13/2026
Fall 2026,11149,ACC,200,05,Princ of Financial Accounting,3,Main Campus,T,Lecture,0,30,30,0,5,TBA Staff,Thu,1100,1215,School of Business,202,08/25/2026,12/13/2026
Fall 2026,11676,ACC,200,06,Princ of Financial Accounting,3,Main Campus,T,Lecture,0,25,25,0,0,David Allen,Wed,1815,1930,School of Business,202,08/25/2026,12/13/2026
Fall 2026,11705,ACC,200,07,Princ of Financial Accounting,3,Online,T,Lecture,0,30,30,0,5,TBA Staff,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12447,ACC,200,08,Princ of Financial Accounting,3,Online,T,Lecture,0,30,30,0,5,TBA Staff,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10891,ACC,210,01,Managerial Accounting,3,Online,,Lecture,0,30,30,0,5,Esther Shin,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10892,ACC,210,02,Managerial Accounting,3,Online,,Lecture,0,30,30,0,5,Esther Shin,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10893,ACC,210,03,Managerial Accounting,3,Main Campus,,Lecture,0,30,30,0,5,James Aselta,Wed,1525,1640,School of Business,105,08/25/2026,12/13/2026
Fall 2026,10896,ACC,210,04,Managerial Accounting,3,Main Campus,,Lecture,0,30,30,0,5,James Aselta,Mon,1525,1640,School of Business,105,08/25/2026,12/13/2026
Fall 2026,11234,ACC,210,05,Managerial Accounting,3,Main Campus,,Lecture,0,30,30,0,5,Wafeek Abdelsayed,Thu,1350,1505,School of Business,202,08/25/2026,12/13/2026
Fall 2026,10894,ACC,310,01,Intermediate Accounting I,3,Main Campus,,Lecture,0,30,30,0,5,TBA Staff,Mon Wed,1525,1640,School of Business,203,08/25/2026,12/13/2026
Fall 2026,10895,ACC,310,02,Intermediate Accounting I,3,Main Campus,,Lecture,0,30,30,0,5,TBA Staff,Tue Thu,1650,1805,School of Business,202,08/25/2026,12/13/2026
Fall 2026,10897,ACC,311,01,Intermediate Accounting II,3,Main Campus,,Lecture,0,40,40,0,5,David Allen,Mon Wed,1650,1805,School of Business,202,08/25/2026,12/13/2026
Fall 2026,11498,ACC,312,01,Intermediate Accounting III,3,Main Campus,T,Lecture,0,30,30,0,5,David Allen,Mon Wed,1525,1640,School of Business,204,08/25/2026,12/13/2026
Fall 2026,11499,ACC,340,01,Data Analytics for Accounting,3,Online,T,Lecture,0,25,25,0,5,Hanyong Chung,Mon Wed,1110,1200,Online Course,SYNC,08/25/2026,12/13/2026
Fall 2026,10898,ACC,350,01,Federal Income Taxation,3,Main Campus,,Lecture,0,30,30,0,5,Frank Bevvino,Tue,1525,1640,School of Business,303,08/25/2026,12/13/2026
Fall 2026,10899,ACC,351,01W,*Advanced Studies in Taxation,3,Main Campus,,Lecture,0,20,20,0,5,Frank Bevvino,Thu,1525,1640,School of Business,203,08/25/2026,12/13/2026
Fall 2026,10900,ACC,370,01,Accounting Information Systems,3,Online,,Lecture,0,25,25,0,5,Emmanuel Emenyonu,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12266,ACC,370,02,Accounting Information Systems,3,Online,,Lecture,0,25,25,0,5,Hanyong Chung,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10901,ACC,410,01,Advanced Accounting,3,Main Campus,,Lecture,0,30,30,0,0,Wafeek Abdelsayed,Thu,1525,1640,School of Business,202,08/25/2026,12/13/2026
Fall 2026,10902,ACC,424,01,International Accounting,3,Online,,Lecture,0,30,30,0,5,Emmanuel Emenyonu,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11502,ACC,461,01,Auditing,3,Main Campus,,Lecture,0,30,30,0,5,James Aselta,Mon Wed,1650,1805,School of Business,407,08/25/2026,12/13/2026
Fall 2026,12742,AFR,100,01,Intro to Africana Studies,3,Main Campus,T,Lecture,0,30,30,0,5,Brandon Hutchinson; Siobhan Carter-David (she/her/hers),Mon,1700,1930,Engleman Hall,B210,08/25/2026,12/13/2026
Fall 2026,10115,ANT,101,01,Cultural Anthropology,3,Main Campus,,Lecture,0,30,30,0,5,TBA Staff,Tue Thu,0935,1050,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,10116,ANT,101,02,Cultural Anthropology,3,Online,,Lecture,0,25,25,0,5,Joseph Manzella,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11206,ANT,101,03,Cultural Anthropology,3,Main Campus,,Lecture,0,30,30,0,5,Claudia Bosch,Tue Thu,1225,1340,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,12372,ANT,101,04,Cultural Anthropology,3,Main Campus,,Lecture,0,30,30,0,5,Brenna Pisanelli,Mon Wed,1525,1640,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,10117,ANT,102,01,Biological Anthropology,3,Main Campus,,Lecture,0,23,23,0,5,Blaire Hensley-Marschand,Mon Fri,0910,1000,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,10118,ANT,102,02,Biological Anthropology,3,Main Campus,,Lecture,0,23,23,0,5,Blaire Hensley-Marschand,Mon Fri,1010,1100,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,11311,ANT,102,03,Biological Anthropology,3,Main Campus,,Lecture,0,23,23,0,5,Sierra Bell,Mon Wed Fri,1110,1200,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,11397,ANT,102,04,Biological Anthropology,3,Main Campus,,Lecture,0,23,23,0,5,TBA Staff,Tue Thu,1100,1215,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,11448,ANT,102,05,Biological Anthropology,3,Main Campus,,Lecture,0,23,23,0,5,TBA Staff,Tue Thu,0810,0925,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,11449,ANT,102,06,Biological Anthropology,3,Main Campus,,Lecture,0,23,23,0,5,Sierra Bell,Mon Wed Fri,1210,1300,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,11538,ANT,102,07,Biological Anthropology,3,Online,,Lecture,0,25,25,0,5,Valerie Andrushko,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12665,ANT,111,01,Cultures of the Internet,3,Main Campus,T,Lecture,0,25,25,0,5,David Paulson,Tue Thu,0935,1050,Engleman Hall,B221,08/25/2026,12/13/2026
Fall 2026,12666,ANT,111,02,Cultures of the Internet,3,Main Campus,T,Lecture,0,25,25,0,5,David Paulson,Tue Thu,1100,1215,Engleman Hall,B221,08/25/2026,12/13/2026
Fall 2026,10120,ANT,201,01,The Global Community,3,Main Campus,T,Lecture,0,22,22,0,5,Tayler Page,Mon Wed,1400,1515,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,11207,ANT,201,02,The Global Community,3,Main Campus,T,Lecture,0,22,22,0,5,Elise Maragliano,Mon Wed,1210,1300,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,11208,ANT,201,03N,The Global Community,3,Main Campus,T,Lecture,0,22,22,0,5,Elise Maragliano,Mon Wed,1110,1200,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,11058,ANT,204,01,Language and Culture,3,Main Campus,,Lecture,0,23,23,0,5,Kenneth McGill,Thu,1100,1215,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,10121,ANT,205,01,Archaeology &amp; the Human Past,3,Main Campus,,Lecture,0,23,23,0,5,William Farley (he/him/his),Tue Thu,1100,1215,Morrill Hall,201,08/25/2026,12/13/2026
Fall 2026,11209,ANT,205,02,Archaeology &amp; the Human Past,3,Online,,Lecture,0,25,25,0,5,William Farley (he/him/his),,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11804,ANT,205,03,Archaeology &amp; the Human Past,3,Main Campus,,Lecture,0,22,22,0,5,Michael Rogers,Tue Thu,1225,1340,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,12415,ANT,205,04,Archaeology &amp; the Human Past,3,Main Campus,,Lecture,0,22,22,0,5,TBA Staff,Tue Thu,0935,1050,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,12646,ANT,214,01,American Tongues- Politics of,3,Main Campus,T,Lecture,0,22,22,0,5,Kenneth McGill,Tue,1100,1215,Engleman Hall,C020,08/25/2026,12/13/2026
Fall 2026,10122,ANT,222,01,Modern Human Variation,3,Main Campus,T,Lecture,0,23,23,0,5,Valerie Andrushko,Wed,1400,1515,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,10123,ANT,252,01,Intro to Forensic Science,3,Main Campus,T,Lecture,0,23,23,0,5,Joanie Amato,Thu,1700,1930,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,12647,ANT,332,01,Bioarchaeology,3,Main Campus,T,Lecture,0,11,11,0,10,Valerie Andrushko,Mon,1700,1930,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,13025,ANT,340,01,Ritual Expressions,3,Main Campus,T,Lecture,0,23,23,0,0,Claudia Bosch,Tue Thu,1350,1505,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,11446,ANT,362,01,Famous Forensic Cases,3,Main Campus,T,Lecture,0,23,23,0,5,Sherry Mitchell,Wed,1700,1930,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,11059,ANT,376,01W,*Anthropology of Education,3,Online,T,Lecture,0,20,20,0,5,Kenneth McGill,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10124,ANT,382,01,People and Weight,3,Online,T,Lecture,0,25,25,0,5,Valerie Andrushko,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12648,ANT,432,01,Evidence of Human Evolution,3,Main Campus,T,Lecture,0,11,11,0,10,Michael Rogers,Tue,1700,1930,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,12649,ANT,470,01W,*Ethnographic Fieldwork Method,3,Main Campus,,Field Study,0,15,15,0,5,Kenneth McGill,Tue Thu,1225,1340,Engleman Hall,C027F,08/25/2026,12/13/2026
Fall 2026,12650,ANT,475,01,Field Methods in Archaeology,3,Main Campus,,Lecture,0,5,5,0,5,Michael Rogers,Sat,1010,1500,Morrill Hall,201,08/25/2026,10/19/2026
Fall 2026,11807,ANT,515,01,Sem in Arch Theory and Ethics,3,Main Campus,T,Lecture,0,15,15,0,5,William Farley (he/him/his),Wed,1400,1640,Engleman Hall,C027F,08/25/2026,12/13/2026
Fall 2026,11808,ANT,525,01,Cultural Resource Management,3,Main Campus,T,Lecture,0,15,15,0,5,Brenna Pisanelli,Wed,1700,1930,Engleman Hall,C027F,08/25/2026,12/13/2026
Fall 2026,12651,ANT,532,01,Evidence of Human Evolution,3,Main Campus,T,Lecture,0,12,12,0,5,Michael Rogers,Tue,1700,1930,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,12652,ANT,542,01,Bioarchaeology,3,Main Campus,T,Lecture/Lab,0,12,12,0,5,Valerie Andrushko,Mon,1700,1930,Engleman Hall,C013,08/25/2026,12/13/2026
Fall 2026,12653,ANT,575,01,Field Methods Archaeology,3,Main Campus,T,Field Study,0,10,10,0,5,Michael Rogers,Sat,1010,1500,Morrill Hall,201,08/25/2026,10/19/2026
Fall 2026,12857,ARB,100,01,Arabic I,3,Main Campus,N,Lecture/Lab,0,24,24,0,5,TBA Staff,Mon Wed,1650,1805,Engleman Hall,B118,08/25/2026,12/13/2026
Fall 2026,10126,ART,104,01,History of Western Art I,3,Main Campus,,Lecture,0,40,40,0,5,Chung-Lan Wang,Tue Thu,0935,1050,Buley Library,204,08/25/2026,12/13/2026
Fall 2026,10127,ART,104,02,History of Western Art I,3,Online,,Lecture,0,25,25,0,5,Noelle King,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12194,ART,104,03,History of Western Art I,3,Online,,Lecture,0,25,25,0,5,Anahit Ter-Stepanian,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12196,ART,104,04,History of Western Art I,3,Main Campus,,Lecture,0,40,40,0,5,Camille Serchuk,Mon Wed,1400,1515,Buley Library,207,08/25/2026,12/13/2026
Fall 2026,10128,ART,105,01,History of Western Art II,3,Online,,Lecture,0,25,25,0,5,Anahit Ter-Stepanian,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12759,ART,112,01,Color and 2-D Design,3,Main Campus,T,Studio,0,16,16,0,5,TBA Staff,Mon Wed,0810,1050,Earl Hall,202,08/25/2026,12/13/2026
Fall 2026,12760,ART,112,02,Color and 2-D Design,3,Main Campus,T,Studio,0,16,16,0,5,TBA Staff,Tue Thu,1100,1215,Earl Hall,202,08/25/2026,12/13/2026
Fall 2026,10129,ART,113,01,3-Dimensional Design,3,Main Campus,,Studio,0,16,16,0,5,Jeffrey Slomba,Tue Thu,1100,1340,Earl Hall,109,08/25/2026,12/13/2026
Fall 2026,10130,ART,113,02,3-Dimensional Design,3,Online,,Studio,0,20,20,0,5,Rachael Vaters-Carr,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11245,ART,113,03,3-Dimensional Design,3,Main Campus,,Studio,0,16,16,0,5,Jeffrey Slomba,Tue Thu,1350,1630,Earl Hall,109,08/25/2026,12/13/2026
Fall 2026,12761,ART,113,04,3-Dimensional Design,3,Online,,Studio,0,16,16,0,5,Rachael Vaters-Carr,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11107,ART,114,01,Dig. Foundation for A&amp;D,3,Main Campus,T,Studio,0,16,16,0,5,TBA Staff,Mon Wed,0810,1050,Engleman Hall,B131A,08/25/2026,12/13/2026
Fall 2026,11177,ART,114,02,Dig. Foundation for A&amp;D,3,Online,T,Studio,0,20,20,0,5,TBA Staff,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11196,ART,114,03,Dig. Foundation for A&amp;D,3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Tue Thu,1700,1930,Engleman Hall,B131A,08/25/2026,12/13/2026
Fall 2026,11412,ART,114,04,Dig. Foundation for A&amp;D,3,Main Campus,T,Studio,0,16,16,0,5,TBA Staff,Mon Wed,1700,1930,Engleman Hall,B131A,08/25/2026,12/13/2026
Fall 2026,11540,ART,114,05,Dig. Foundation for A&amp;D,3,Main Campus,T,Studio,0,16,16,0,5,TBA Staff,Mon Wed,1110,1350,Engleman Hall,B131A,08/25/2026,12/13/2026
Fall 2026,11812,ART,114,06,Dig. Foundation for A&amp;D,3,Online,T,Studio,0,20,20,0,5,TBA Staff,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10131,ART,150,01,Introductory Drawing I,3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Mon Wed,1700,1930,Earl Hall,104,08/25/2026,12/13/2026
Fall 2026,10132,ART,150,02,Introductory Drawing I,3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Tue Thu,1700,1930,Earl Hall,104,08/25/2026,12/13/2026
Fall 2026,10133,ART,150,03,Introductory Drawing I,3,Main Campus,,Studio,0,16,16,0,5,Vladimir Shpitalnik,Tue Thu,0810,1050,Earl Hall,104,08/25/2026,12/13/2026
Fall 2026,10134,ART,150,04,Introductory Drawing I,3,Main Campus,,Studio,0,16,16,0,5,Michael Faulkner,Mon Wed,1110,1350,Earl Hall,104,08/25/2026,12/13/2026
Fall 2026,10135,ART,151,01,Introductory Drawing II,3,Main Campus,,Studio,0,16,16,0,5,Mia Brownell,Mon Wed,1110,1350,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,13026,ART,151,02,Introductory Drawing II,3,Main Campus,,Studio,0,15,15,0,5,Thuan Vu,Tue Thu,1350,1630,Earl Hall,104,08/25/2026,12/13/2026
Fall 2026,12168,ART,162,01,Photo. as Visual Language,3,Main Campus,T,Studio,0,14,14,0,5,Meredith Miller,Mon Wed,1110,1350,Earl Hall,207,08/25/2026,12/13/2026
Fall 2026,10136,ART,201,01,Visual Art &amp; Studio Exp,3,Online,T,Studio,0,20,20,0,5,Sarah Tortora,,,,Online Course,ASYN,08/25/2026,10/19/2026
Fall 2026,10137,ART,201,02,Visual Art &amp; Studio Exp,3,Online,T,Studio,0,20,20,0,0,Sarah Tortora,,,,Online Course,ASYN,10/20/2026,12/13/2026
Fall 2026,10138,ART,215,01,Graphic Design I,3,Main Campus,,Studio,0,16,16,0,5,Alexander Girard,Mon Wed,1110,1350,Earl Hall,216,08/25/2026,12/13/2026
Fall 2026,10139,ART,216,01,Typography I,3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Tue Thu,1100,1340,Earl Hall,216,08/25/2026,12/13/2026
Fall 2026,10140,ART,220,01,Introductory Painting,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,0810,1050,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,10141,ART,220,02,Introductory Painting,3,Main Campus,,Studio,0,16,16,0,5,Mia Brownell,Mon Wed,1400,1640,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,13027,ART,220,03,Introductory Painting,3,Main Campus,,Studio,0,16,16,0,5,Mia Brownell,Mon Wed,1700,1930,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,10142,ART,233,01,Jewelry/Metals I,3,Main Campus,,Studio,0,14,14,0,5,Michael Lake,Tue Thu,1700,1930,Earl Hall,205,08/25/2026,12/13/2026
Fall 2026,10143,ART,233,02,Jewelry/Metals I,3,Main Campus,,Studio,0,14,14,0,5,Amy Rogers,Mon Wed,1700,1930,Earl Hall,205,08/25/2026,12/13/2026
Fall 2026,10144,ART,233,03,Jewelry/Metals I,3,Main Campus,,Studio,0,14,14,0,5,Terrence Lavin,Tue Thu,1100,1340,Earl Hall,205,08/25/2026,12/13/2026
Fall 2026,10145,ART,236,01,Ceramics I-Hand-Building,3,Main Campus,,Studio,0,16,16,0,5,Gregory Cochenet,Mon Wed,1110,1350,Earl Hall,103,08/25/2026,12/13/2026
Fall 2026,10146,ART,236,02,Ceramics I-Hand-Building,3,Main Campus,,Studio,0,16,16,0,5,Josephine Rossomando,Mon Wed,1400,1640,Earl Hall,103,08/25/2026,12/13/2026
Fall 2026,10147,ART,236,03,Ceramics I-Hand-Building,3,Main Campus,,Studio,0,16,16,0,5,Emily Weiskopf,Tue Thu,1350,1630,Earl Hall,103,08/25/2026,12/13/2026
Fall 2026,11814,ART,237,01,Pottery I,3,Main Campus,,Studio,0,13,13,0,5,Zachary Dunn,Mon Wed,1400,1640,Earl Hall,107,08/25/2026,12/13/2026
Fall 2026,10149,ART,240,01,Sculpt-Construct/Subtract,3,Main Campus,,Studio,0,10,10,0,5,Michael Donovan,Tue Thu,1700,1930,Earl Hall,109,08/25/2026,12/13/2026
Fall 2026,10150,ART,241,01,Sculpture- Modeling &amp; Casting,3,Main Campus,,Studio,0,10,10,0,5,Jeffrey Slomba,Mon Wed,1400,1640,Earl Hall,109,08/25/2026,12/13/2026
Fall 2026,10151,ART,250,01,Intermediate Drawing,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,10153,ART,260,01,"Etching, Woodcut, &amp; Collograph",3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Mon Wed,1400,1640,Earl Hall,102,08/25/2026,12/13/2026
Fall 2026,10154,ART,261,01,Lithography and Silkscreen,3,Main Campus,,Studio,0,16,16,0,5,Karen Dow,Tue Thu,1700,1930,Earl Hall,102,08/25/2026,12/13/2026
Fall 2026,10155,ART,264,01,Photography for Art &amp; Design,3,Online,T,Studio,0,20,20,0,5,TBA Staff,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10156,ART,264,02,Photography for Art &amp; Design,3,Main Campus,T,Studio,0,14,14,0,5,Kevin Van Aelst,Tue Thu,0810,1050,Earl Hall,207,08/25/2026,12/13/2026
Fall 2026,10157,ART,264,03,Photography for Art &amp; Design,3,Online,N,Studio,0,20,20,0,5,Melanie Willhide,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12155,ART,267,01,The Moving Image,3,Main Campus,T,Studio,0,14,14,0,5,TBA Staff,Tue Thu,1100,1340,Earl Hall,207,08/25/2026,12/13/2026
Fall 2026,13163,ART,270,01W,*Intro to Art Education,3,Main Campus,,Lecture,0,20,20,0,5,Megan Rudne,Thu,1400,1630,Earl Hall,202,08/25/2026,12/13/2026
Fall 2026,12763,ART,298,01,~Book Arts,3,Main Campus,,Lecture,0,16,16,0,5,Karen Dow,Fri,0900,1400,Earl Hall,102,08/25/2026,12/13/2026
Fall 2026,13164,ART,307,01W,*History of Baroque Art,3,Online,,Lecture,0,20,20,0,5,Kira Albinsky,Tue Thu,0935,1050,Online Course,SYNC,08/25/2026,12/13/2026
Fall 2026,11818,ART,310,01,Design for Interfaces,3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Thu,1700,1930,Earl Hall,216,08/25/2026,12/13/2026
Fall 2026,12765,ART,311,01W,*History of Chinese Art,3,Main Campus,,Lecture,0,20,20,0,5,Chung-Lan Wang,Tue Thu,1100,1215,Buley Library,204,08/25/2026,12/13/2026
Fall 2026,10159,ART,315,01,Graphic Design II,3,Main Campus,N,Studio,0,16,16,0,5,Alexander Girard,Mon Wed,1400,1640,Earl Hall,216,08/25/2026,12/13/2026
Fall 2026,10160,ART,316,01,Typography II,3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Tue Thu,1350,1630,Earl Hall,216,08/25/2026,12/13/2026
Fall 2026,10161,ART,320,01,Intermediate Painting I,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,10162,ART,321,01,Intermediate Painting II,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,13161,ART,332,01,Metalsmithing,3,Main Campus,T,Studio,0,14,14,0,5,Terrence Lavin,Tue Thu,1350,1630,Earl Hall,205,08/25/2026,12/13/2026
Fall 2026,10163,ART,333,01,Jewelry/Metals II,3,Main Campus,,Studio,0,14,14,0,5,Terrence Lavin,Tue Thu,1350,1630,Earl Hall,205,08/25/2026,12/13/2026
Fall 2026,11374,ART,335,01,Student Teaching I,6,Main Campus,T,Student Teaching,0,5,5,0,0,Cynthia Parsons,,,,,,08/25/2026,10/19/2026
Fall 2026,11541,ART,335,02,Student Teaching I,6,Main Campus,T,Student Teaching,0,5,5,0,0,Jill Goldberg,,,,,,08/25/2026,10/19/2026
Fall 2026,12218,ART,335,03,Student Teaching I,6,Main Campus,T,Student Teaching,0,5,5,0,0,Leslie Flowers,,,,,,08/25/2026,10/19/2026
Fall 2026,12512,ART,335,04,Student Teaching I,6,Main Campus,T,Student Teaching,0,5,5,0,0,Kathryn Silver,,,,,,08/25/2026,10/19/2026
Fall 2026,13028,ART,335,05,Student Teaching I,6,Main Campus,T,Student Teaching,0,5,5,0,0,Laurie Vicario,,,,,,08/25/2026,10/19/2026
Fall 2026,13029,ART,335,06,Student Teaching I,6,Main Campus,T,Student Teaching,0,5,5,0,0,Pamela Lehn,,,,,,08/25/2026,10/19/2026
Fall 2026,13030,ART,335,07,Student Teaching I,6,Main Campus,T,Student Teaching,0,5,5,0,0,Kristin Wetmore,,,,,,08/25/2026,10/19/2026
Fall 2026,12766,ART,336,01,Ceramics II,3,Main Campus,,Studio,0,13,13,0,5,Gregory Cochenet,Tue Thu,1100,1340,Earl Hall,107,08/25/2026,12/13/2026
Fall 2026,10165,ART,337,01,Pottery II,3,Main Campus,,Studio,0,13,13,0,5,Gregory Cochenet,Tue Thu,1100,1340,Earl Hall,107,08/25/2026,12/13/2026
Fall 2026,12767,ART,338,01,Ceramic Sculpture II,3,Main Campus,,Studio,0,13,13,0,5,Gregory Cochenet,Tue Thu,1100,1340,Earl Hall,107,08/25/2026,12/13/2026
Fall 2026,11819,ART,340,01,Intrmed Sculpt-Material/Concep,3,Main Campus,,Studio,0,10,10,0,5,Rachael Vaters-Carr,Mon Wed,1110,1350,Earl Hall,109,08/25/2026,12/13/2026
Fall 2026,11820,ART,341,01,Intrmed Sculpt-Process/Content,3,Main Campus,,Studio,0,10,10,0,5,Rachael Vaters-Carr,Mon Wed,1110,1350,Earl Hall,109,08/25/2026,12/13/2026
Fall 2026,10166,ART,350,01,Advanced Drawing I,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,10167,ART,351,01,Advanced Drawing II,3,Main Campus,,Studio,0,16,16,0,5,Thuan Vu,Tue Thu,1100,1340,Earl Hall,204,08/25/2026,12/13/2026
Fall 2026,10168,ART,360,01,"Intermediate- Etching,Wdct,Col",3,Main Campus,,Studio,0,16,16,0,5,TBA Staff,Mon Wed,1400,1640,Earl Hall,102,08/25/2026,12/13/2026
Fall 2026,10169,ART,361,01,Intermediate- Litho &amp; Silk Sc,3,Main Campus,,Studio,0,16,16,0,5,Karen Dow,Tue Thu,1700,1930,Earl Hall,102,08/25/2026,12/13/2026
Fall 2026,12768,ART,362,01,Cont. Methods Film Photo,3,Main Campus,,Studio,0,14,14,0,5,Meredith Miller,Mon Wed,1400,1640,Earl Hall,207,08/25/2026,12/13/2026
Fall 2026,13167,ART,366,01W,*History of Photography,3,Online,,Lecture,0,20,20,0,5,TBA Staff,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,13031,ART,371,01,Curric Devel in Art Education,3,Main Campus,,Lecture,0,20,20,0,5,TBA Staff,Tue,1400,1640,Earl Hall,202,08/25/2026,12/13/2026
Fall 2026,13225,ART,375,01,Supervised Clinical Field Exp,1,Main Campus,T,Field Study,0,10,10,0,0,TBA Staff,,,,,,08/25/2026,12/13/2026
Fall 2026,12769,ART,392,01W,*Methods &amp; Theories/Art Hist.,3,Main Campus,,Lecture,0,20,20,0,5,Camille Serchuk,Mon Wed,1525,1640,Earl Hall,211,08/25/2026,12/13/2026
Fall 2026,12770,ART,398,01W,*~History of Adornment,3,Online,,Lecture,0,20,20,0,5,Noelle King,Tue Thu,1225,1340,Online Course,SYNC,08/25/2026,12/13/2026
Fall 2026,10172,ART,412,01,Practicum Seminar ART Edu.,3,Online,T,Lecture,0,20,20,0,5,TBA Staff,Mon,1700,1930,Online Course,SYNC,08/25/2026,12/13/2026
Fall 2026,13162,ART,433,01,Jewelry/Metals III,3,Main Campus,T,Studio,0,14,14,0,5,Terrence Lavin,Tue Thu,1350,1630,Earl Hall,205,08/25/2026,12/13/2026
Fall 2026,10174,ART,434,01,Jewelry/Metals IV,3,Main Campus,T,Studio,0,14,14,0,5,Terrence Lavin,Tue Thu,1350,1630,Earl Hall,205,08/25/2026,12/13/2026
