Term,CRN,Subject,Course Number,Section,Title,Credits,Campus,Instructional Method,Schedule Type,Enrollment,Max Enrollment,Seats Available,Waitlist Count,Waitlist Capacity,Instructor,Days,Start Time,End Time,Building,Room,Start Date,End Date
Fall 2026,12722,EDU,326,01,Positive Guidance,3,Main Campus,T,Lecture,0,25,25,0,8,Jessica Powell,Tue Thu,1100,1215,Davis Hall,211,08/25/2026,12/13/2026
Fall 2026,10755,EDU,370,01,EC Student Teaching I,3,Off Campus,T,Student Teaching,0,5,5,0,0,Kayla Seeley,,,,,,10/20/2026,12/13/2026
Fall 2026,11598,EDU,370,02,EC Student Teaching I,3,Off Campus,T,Student Teaching,0,5,5,0,0,Grace Halsey,,,,,,10/20/2026,12/13/2026
Fall 2026,10757,EDU,370,03,EC Student Teaching I,3,Off Campus,T,Student Teaching,0,5,5,0,0,Annette Vetre,,,,,,10/20/2026,12/13/2026
Fall 2026,11142,EDU,370,04,EC Student Teaching I,3,Off Campus,T,Student Teaching,0,5,5,0,0,Susan DeNicola,,,,,,10/20/2026,12/13/2026
Fall 2026,13118,EDU,370,05,EC Student Teaching I,3,Off Campus,T,Student Teaching,0,5,5,0,0,Grace Nathman,,,,,,10/20/2026,12/13/2026
Fall 2026,13119,EDU,370,06,EC Student Teaching I,3,Off Campus,T,Student Teaching,0,5,5,0,0,Sheryl Coe,,,,,,10/20/2026,12/13/2026
Fall 2026,10267,EDU,400,01,Student Teaching II,6,Off Campus,,Student Teaching,0,3,3,0,0,Maureen Honan,,,,,,10/20/2026,12/13/2026
Fall 2026,12535,EDU,400,02,Student Teaching II,6,Main Campus,,Student Teaching,0,3,3,0,0,Angela Lopez-Velasquez,,,,,,10/20/2026,12/13/2026
Fall 2026,10268,EDU,400,03,Student Teaching II,6,Off Campus,,Student Teaching,0,3,3,0,0,Yan Wei,,,,,,10/20/2026,12/13/2026
Fall 2026,12723,EDU,414,01,Applications of Child Dev.,3,Main Campus,,Lecture,0,25,25,0,8,TBA Staff,Mon Wed,1110,1225,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,10798,EDU,415,01,Resp. Curriculum &amp; Assessment,3,Main Campus,T,Lecture,0,28,28,0,8,Stephanie Fumiatti,Wed,1525,1640,Davis Hall,226,08/25/2026,12/13/2026
Fall 2026,11093,EDU,424,01,Teaching Math. in Elem School,3,Main Campus,T,Lecture,0,28,28,0,8,TBA Staff,Mon Wed,0935,1050,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,10797,EDU,424,02,Teaching Math. in Elem School,3,Main Campus,T,Lecture,0,25,25,0,8,Maria Diamantis,Tue,1700,1930,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,10771,EDU,450,01,Student Teaching I,5,Off Campus,,Student Teaching,0,3,3,0,0,Kayla Seeley,,,,,,10/20/2026,12/13/2026
Fall 2026,10772,EDU,450,02,Student Teaching I,5,Off Campus,,Student Teaching,0,3,3,0,0,Grace Nathman,,,,,,10/20/2026,12/13/2026
Fall 2026,11248,EDU,450,03,Student Teaching I,5,Off Campus,,Student Teaching,0,3,3,0,0,Susan DeNicola,,,,,,10/20/2026,12/13/2026
Fall 2026,10269,EDU,451,01,Student Teaching II,5,Off Campus,,Student Teaching,0,3,3,0,0,Angela Lopez-Velasquez,,,,,,08/25/2026,10/19/2026
Fall 2026,11249,EDU,451,02,Student Teaching II,5,Main Campus,,Student Teaching,0,3,3,0,0,Maureen Honan,,,,,,08/25/2026,10/19/2026
Fall 2026,10270,EDU,451,03,Student Teaching II,5,Off Campus,,Student Teaching,0,5,5,0,0,Richard Koehler,,,,,,08/25/2026,10/19/2026
Fall 2026,10758,EDU,470,01,EC Student Teaching II,6,Off Campus,T,Student Teaching,0,5,5,0,0,Kayla Seeley,,,,,,08/25/2026,10/19/2026
Fall 2026,10759,EDU,470,02,EC Student Teaching II,6,Off Campus,T,Student Teaching,0,5,5,0,0,Grace Halsey,,,,,,08/25/2026,10/19/2026
Fall 2026,10761,EDU,470,03,EC Student Teaching II,6,Off Campus,T,Student Teaching,0,5,5,0,0,Annette Vetre,,,,,,08/25/2026,10/19/2026
Fall 2026,10762,EDU,470,04,EC Student Teaching II,6,Off Campus,T,Student Teaching,0,5,5,0,0,Susan DeNicola,,,,,,08/25/2026,10/19/2026
Fall 2026,10763,EDU,470,05,EC Student Teaching II,6,Off Campus,T,Student Teaching,0,5,5,0,0,Grace Nathman,,,,,,08/25/2026,10/19/2026
Fall 2026,11143,EDU,470,06,EC Student Teaching II,6,Off Campus,T,Student Teaching,0,5,5,0,0,Sheryl Coe,,,,,,08/25/2026,10/19/2026
Fall 2026,12255,EDU,470,07,EC Student Teaching II,6,Main Campus,T,Student Teaching,0,1,1,0,0,Grace Nathman,,,,,,08/25/2026,10/19/2026
Fall 2026,10799,EDU,471,01,Supporting Eng Learners,1.5,Online,T,Lecture,0,22,22,0,5,Kathleen Wagner,,,,Online Course,ASYN,08/25/2026,10/19/2026
Fall 2026,10801,EDU,471,02,Supporting Eng Learners,1.5,Online,T,Lecture,0,22,22,0,8,Kathleen Wagner,,,,Online Course,ASYN,10/20/2026,12/13/2026
Fall 2026,12532,EDU,471,03,Supporting Eng Learners,1.5,Main Campus,T,Lecture,0,22,22,0,8,TBA Staff,Mon,1700,1930,Davis Hall,226,10/20/2026,12/13/2026
Fall 2026,11941,EDU,472,01,Nurturing Multilinguals,3,Main Campus,T,Lecture,0,25,25,0,8,Marisa Ferraro,Wed,1110,1225,Davis Hall,218,08/25/2026,12/13/2026
Fall 2026,10802,EDU,475,01,Supervised Fieldwork,1,Main Campus,T,Field Study,0,8,8,0,8,Jacqueline Dunn,Mon,0910,1000,Davis Hall,224,08/25/2026,12/13/2026
Fall 2026,11176,EDU,475,02,Supervised Fieldwork,1,Main Campus,T,Field Study,0,8,8,0,8,Jacqueline Dunn,Mon,1010,1100,Davis Hall,224,08/25/2026,12/13/2026
Fall 2026,11348,EDU,475,03,Supervised Fieldwork,1,Online,T,Field Study,0,8,8,0,8,Grace Halsey,Tue,0900,0945,Online Course,SYNC,08/25/2026,12/13/2026
Fall 2026,10764,EDU,480,01,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Pasquale DeCrosta,,,,,,08/25/2026,12/13/2026
Fall 2026,10765,EDU,480,02,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Kayla Seeley,,,,,,08/25/2026,12/13/2026
Fall 2026,10766,EDU,480,03,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Kathleen Nelson,,,,,,08/25/2026,12/13/2026
Fall 2026,10767,EDU,480,04,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Gayle DeCrosta,,,,,,08/25/2026,12/13/2026
Fall 2026,10768,EDU,480,05,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Martha Bless,,,,,,08/25/2026,12/13/2026
Fall 2026,11290,EDU,480,06,Student Teaching,9,Main Campus,T,Student Teaching,0,5,5,0,0,Susan DeNicola,,,,,,08/25/2026,12/13/2026
Fall 2026,10769,EDU,480,07,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Denise Sorese,,,,,,08/25/2026,12/13/2026
Fall 2026,11600,EDU,480,08,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Sheryl Coe,,,,,,08/25/2026,12/13/2026
Fall 2026,11601,EDU,480,09,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Marisa Ferraro,,,,,,08/25/2026,12/13/2026
Fall 2026,11940,EDU,480,10,Student Teaching,9,Off Campus,T,Student Teaching,0,5,5,0,0,Dianne Guhl,,,,,,08/25/2026,12/13/2026
Fall 2026,10980,EDU,504,01,Mathematics-Elementary School,3,Main Campus,,Lecture,0,25,25,0,8,Maria Diamantis,Tue,1700,1930,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,10807,EDU,508,01,Introduction to Education,3,Main Campus,T,Lecture,0,28,28,0,8,Federico Fiondella,Tue,1940,2100,Davis Hall,226,08/25/2026,12/13/2026
Fall 2026,11602,EDU,508,02,Introduction to Education,3,Online,T,Lecture,0,25,25,0,10,TBA Staff,Thu,1940,2210,Online Course,SYNC,08/25/2026,12/13/2026
Fall 2026,10808,EDU,509,01,Student Teaching Seminar,3,Main Campus,,Seminar,0,20,20,0,0,Ingrid Ellinger-Doviak,Tue,1650,1805,Davis Hall,102,08/25/2026,12/13/2026
Fall 2026,11675,EDU,509,02,Student Teaching Seminar,3,Online,,Seminar,0,1,1,0,0,Laurie Vicario,Mon,1700,1800,Online Course,SYNC,08/25/2026,12/13/2026
Fall 2026,12428,EDU,509,03,Student Teaching Seminar,3,Main Campus,,Seminar,0,10,10,0,0,Madison Correia,Tue,1630,1830,Morrill Hall,102,08/25/2026,12/13/2026
Fall 2026,12496,EDU,509,04,Student Teaching Seminar,3,Main Campus,,Seminar,0,10,10,0,0,TBA Staff,Tue,1830,2030,Pelz Gymnasium,8,08/25/2026,12/13/2026
Fall 2026,11020,EDU,512,01,Elementary Curriculum Workshop,3,Online,,Workshop,0,25,25,0,8,Laura Bower-Phipps,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,13120,EDU,515,01,Trends in Elementary Math,3,Online,,Lecture,0,25,25,0,8,Maria Diamantis,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11758,EDU,528,01,Differentiated Instruction,3,Online,,Lecture,0,25,25,0,0,Stephanie Fumiatti,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10809,EDU,534,01,Curriculum Elementary Classrm,3,Main Campus,,Lecture,0,25,25,0,8,Laura Bower-Phipps,Thu,1730,1930,Davis Hall,226,08/25/2026,12/13/2026
Fall 2026,11026,EDU,539,01,Child Dev. for Elem. Teachers,3,Main Campus,,Lecture,0,25,25,0,8,Jennifer Pena,Wed,1700,1930,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,10805,EDU,544,01,Best Pract Comm Discp in class,3,Main Campus,T,Lecture,0,28,28,0,5,TBA Staff,Wed,1730,1930,Davis Hall,222,08/25/2026,12/13/2026
Fall 2026,10806,EDU,563,01,Anti-Bias &amp; Multcult. Persp.,3,Online,,Lecture,0,25,25,0,8,Nicole Madu,Tue,1700,1930,Online Course,SYNC/ASYNC,08/25/2026,12/13/2026
Fall 2026,10804,EDU,571,01,Teachng ELL in Regular Ed Clas,2,Online,T,Lecture,0,25,25,0,5,Peiwen Wang,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,11687,EDU,571,02,Teachng ELL in Regular Ed Clas,2,Main Campus,T,Lecture,0,25,25,0,0,Marisa Ferraro,Thu,1700,1900,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,12387,EDU,571,03,Teachng ELL in Regular Ed Clas,2,Main Campus,T,Lecture,0,25,25,0,0,Peiwen Wang,Mon,1940,2120,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,10978,EDU,581,01,Research in Education,3,Main Campus,T,Lecture,0,28,28,0,8,Travis Marn,Mon,1700,1930,Davis Hall,102,08/25/2026,12/13/2026
Fall 2026,13121,EDU,584,01,Crit &amp; Postmodern Phil in Ed,3,Online,T,Lecture,0,25,25,0,8,TBA Staff,Tue,1700,1930,Online Course,SYNC/ASYNC,08/25/2026,12/13/2026
Fall 2026,11429,EDU,585,01,Teacher Coaching &amp; Sup. I,1.5,Main Campus,T,Student Teaching,0,3,3,0,0,Mark Groskreutz,,,,,,08/25/2026,12/13/2026
Fall 2026,11603,EDU,585,02,Teacher Coaching &amp; Sup. I,1.5,Main Campus,T,Student Teaching,0,3,3,0,0,TBA Staff,,,,,,08/25/2026,12/13/2026
Fall 2026,11604,EDU,586,01,Teacher Coaching  &amp; Sup. II,1.5,Main Campus,T,Student Teaching,0,3,3,0,0,Stacie Melendez,,,,,,08/25/2026,12/13/2026
Fall 2026,10790,EDU,588,01,Assessment and Research in Ed,3,Main Campus,T,Lecture,0,28,28,0,8,Peiwen Wang,Mon,1700,1930,Davis Hall,120,08/25/2026,12/13/2026
Fall 2026,11175,EDU,591,01,Special Project in Education,3,Main Campus,T,Lecture,0,10,10,0,0,Laura Bower-Phipps,Tue,1940,2210,Davis Hall,224,08/25/2026,12/13/2026
Fall 2026,12254,EDU,591,02,Special Project in Education,3,Online,T,Lecture,0,10,10,0,0,Travis Marn,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12354,EDU,591,03,Special Project in Education,3,Online,T,Lecture,0,10,10,0,0,Laura Bower-Phipps,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,12724,EDU,591,04,Special Project in Education,3,Online,T,Lecture,0,10,10,0,0,TBA Staff,,,,Online Course,ASYN,08/25/2026,12/13/2026
Fall 2026,10773,EDU,593,01,Student Teaching (MAT),9,Off Campus,T,Student Teaching,0,3,3,0,0,Martha Bless,,,,,,08/25/2026,12/13/2026
Fall 2026,10774,EDU,593,02,Student Teaching (MAT),9,Off Campus,T,Student Teaching,0,3,3,0,0,Grace Nathman,,,,,,08/25/2026,12/13/2026
Fall 2026,10775,EDU,593,03,Student Teaching (MAT),9,Off Campus,T,Student Teaching,0,5,5,0,0,Sheryl Coe,,,,,,08/25/2026,12/13/2026
Fall 2026,11036,EDU,593,04,Student Teaching (MAT),9,Off Campus,,Student Teaching,0,3,3,0,0,Kathleen Nelson,,,,,,08/25/2026,12/13/2026
Fall 2026,11943,EDU,593,05,Student Teaching (MAT),9,Main Campus,T,Student Teaching,0,5,5,0,0,Gayle DeCrosta,,,,,,08/25/2026,12/13/2026
Fall 2026,11944,EDU,593,06,Student Teaching (MAT),9,Main Campus,T,Student Teaching,0,5,5,0,0,Marisa Ferraro,,,,,,08/25/2026,12/13/2026
Fall 2026,11945,EDU,593,07,Student Teaching (MAT),9,Main Campus,T,Student Teaching,0,5,5,0,0,Carrie Sherwood,,,,,,08/25/2026,12/13/2026
Fall 2026,10776,EDU,594,01,Student Teaching 1 (MAT-EC),6,Off Campus,T,Student Teaching,0,3,3,0,0,Pasquale DeCrosta,,,,,,08/25/2026,10/19/2026
Fall 2026,11946,EDU,594,02,Student Teaching 1 (MAT-EC),6,Off Campus,T,Student Teaching,0,3,3,0,0,Martha Bless,,,,,,08/25/2026,10/19/2026
Fall 2026,11947,EDU,594,03,Student Teaching 1 (MAT-EC),6,Off Campus,T,Student Teaching,0,3,3,0,0,Dianne Guhl,,,,,,08/25/2026,10/19/2026
Fall 2026,11948,EDU,594,04,Student Teaching 1 (MAT-EC),6,Off Campus,T,Student Teaching,0,3,3,0,0,Annette Vetre,,,,,,08/25/2026,10/19/2026
Fall 2026,12256,EDU,594,05,Student Teaching 1 (MAT-EC),6,Main Campus,T,Student Teaching,0,1,1,0,0,Sheryl Coe,,,,,,08/25/2026,10/19/2026
Fall 2026,11253,EDU,595,01,Student Teaching 2 (MAT-EC),3,Off Campus,T,Student Teaching,0,3,3,0,0,Pasquale DeCrosta,,,,,,10/20/2026,12/13/2026
Fall 2026,11949,EDU,595,02,Student Teaching 2 (MAT-EC),3,Off Campus,T,Student Teaching,0,3,3,0,0,Martha Bless,,,,,,10/20/2026,12/13/2026
Fall 2026,11950,EDU,595,03,Student Teaching 2 (MAT-EC),3,Off Campus,T,Student Teaching,0,3,3,0,0,Dianne Guhl,,,,,,10/20/2026,12/13/2026
Fall 2026,11951,EDU,595,04,Student Teaching 2 (MAT-EC),3,Off Campus,T,Student Teaching,0,3,3,0,0,Annette Vetre,,,,,,10/20/2026,12/13/2026
Fall 2026,12257,EDU,595,05,Student Teaching 2 (MAT-EC),3,Main Campus,T,Student Teaching,0,1,1,0,0,Sheryl Coe,,,,,,10/20/2026,12/13/2026
Fall 2026,11252,EDU,597,01,MAT Student Teaching 2,4.5,Main Campus,T,Student Teaching,0,3,3,0,0,Angela Lopez-Velasquez,,,,,,10/20/2026,12/13/2026
Fall 2026,11764,EDL,780,01,Leadership Perspective,3,Main Campus,T,Lecture,0,20,20,0,0,Norris Haynes,Wed,1940,2210,Davis Hall,118,08/25/2026,12/13/2026
Fall 2026,11766,EDL,780,02,Leadership Perspective,3,Off Campus,T,Lecture,0,20,20,0,0,Olcay Yavuz,Mon,1905,2135,,,08/25/2026,12/13/2026
Fall 2026,11767,EDL,781,01,Leadership Development,3,Main Campus,T,Lecture,0,20,20,0,0,Olcay Yavuz,Wed,1700,1930,Davis Hall,118,08/25/2026,12/13/2026
Fall 2026,11769,EDL,781,02,Leadership Development,3,Off Campus,T,Lecture,0,20,20,0,0,Sousan Arafeh,Mon,1630,1900,,,08/25/2026,12/13/2026
Fall 2026,11771,EDL,783,01,Supervision/Staff Development,3,Main Campus,T,Lecture,0,20,20,0,0,TBA Staff,Wed,1700,1930,Engleman Hall,A115,08/25/2026,12/13/2026
Fall 2026,11772,EDL,783,02,Supervision/Staff Development,3,Off Campus,T,Lecture,0,20,20,0,0,Gladys Labas,Thu,1630,1900,,,08/25/2026,12/13/2026
Fall 2026,12678,EDL,784,01,Learning Theory into Practice,3,Main Campus,T,Lecture,0,20,20,0,0,Carmela Smith,Wed,1940,2210,Engleman Hall,A109,08/25/2026,12/13/2026
Fall 2026,12681,EDL,784,02,Learning Theory into Practice,3,Off Campus,T,Lecture,0,20,20,0,0,TBA Staff,Mon,1630,1900,,,08/25/2026,12/13/2026
Fall 2026,12682,EDL,785,01,Curriculum Development,3,Main Campus,T,Lecture,0,20,20,0,0,Norris Haynes,Wed,1700,1930,Engleman Hall,A109,08/25/2026,12/13/2026
Fall 2026,12685,EDL,785,02,Curriculum Development,3,Off Campus,T,Lecture,0,20,20,0,0,Peter Madonia,Mon,1905,2135,,,08/25/2026,12/13/2026
Fall 2026,12686,EDL,787,01,Internship I,1.5,Main Campus,T,Internship,0,20,20,0,0,Peter Madonia,,,,,,08/25/2026,12/13/2026
Fall 2026,12687,EDL,787,02,Internship I,1.5,Main Campus,T,Internship,0,20,20,0,0,Olcay Yavuz,,,,,,08/25/2026,12/13/2026
Fall 2026,12688,EDL,787,03,Internship I,1.5,Main Campus,T,Internship,0,20,20,0,0,Norris Haynes,,,,,,08/25/2026,12/13/2026
Fall 2026,10309,EDL,801,01,Leadership in Organizations,3,Main Campus,T,Lecture,0,20,20,0,0,Carmela Smith,Tue,1700,1930,Davis Hall,118,08/25/2026,12/13/2026
Fall 2026,10310,EDL,802,01,Apps.inLdrshp. &amp; Org. Develop.,3,Main Campus,T,Lecture,0,20,20,0,0,Sousan Arafeh,Thu,1700,1930,Davis Hall,009,08/25/2026,12/13/2026
Fall 2026,12693,EDL,803,01,Leading Organizational Change,3,Main Campus,T,Lecture,0,20,20,0,0,Mary Boudreaux,Tue,1940,2210,Davis Hall,104,08/25/2026,12/13/2026
Fall 2026,10312,EDL,804,01,Quantitative Methods,3,Main Campus,T,Lecture,0,20,20,0,0,Olcay Yavuz,Thu,1940,2210,Davis Hall,009,08/25/2026,12/13/2026
Fall 2026,10313,EDL,822,01,Research Design,3,Main Campus,T,Lecture,0,20,20,0,0,Norris Haynes,Tue,1700,1930,Davis Hall,124,08/25/2026,12/13/2026
Fall 2026,10314,EDL,830,01,Doctoral Inquiry Seminar,3,Main Campus,T,Seminar,0,20,20,0,0,Sousan Arafeh,Tue,1940,2210,Davis Hall,009,08/25/2026,12/13/2026
Fall 2026,10315,EDL,900,01,Dissert. Advise. &amp; Defense,3,Main Campus,T,Dissertation,0,3,3,0,0,Mary Boudreaux,,,,,,08/25/2026,12/13/2026
Fall 2026,10316,EDL,900,02,Dissert. Advise. &amp; Defense,3,Main Campus,,Dissertation,0,2,2,0,0,Norris Haynes,,,,,,08/25/2026,12/13/2026
Fall 2026,11468,EDL,900,03,Dissert. Advise. &amp; Defense,3,Main Campus,T,Dissertation,0,1,1,0,0,Gladys Labas,,,,,,08/25/2026,12/13/2026
Fall 2026,12694,EDL,900,04,Dissert. Advise. &amp; Defense,3,Main Campus,T,Dissertation,0,1,1,0,0,Sousan Arafeh,,,,,,08/25/2026,12/13/2026
Fall 2026,12695,EDL,900,05,Dissert. Advise. &amp; Defense,3,Main Campus,T,Dissertation,0,1,1,0,0,Peter Madonia,,,,,,08/25/2026,12/13/2026
Fall 2026,12696,EDL,900,06,Dissert. Advise. &amp; Defense,3,Main Campus,T,Dissertation,0,1,1,0,0,Carmela Smith,,,,,,08/25/2026,12/13/2026
Fall 2026,12697,EDL,900,07,Dissert. Advise. &amp; Defense,3,Main Campus,T,Dissertation,0,1,1,0,0,Olcay Yavuz,,,,,,08/25/2026,12/13/2026
Fall 2026,12698,EDL,900,08,Dissert. Advise. &amp; Defense,3,Main Campus,T,Dissertation,0,1,1,0,0,Sousan Arafeh,,,,,,08/25/2026,12/13/2026
Fall 2026,12699,EDL,901,01,Continuing Enrollment for EDD,1,Main Campus,T,Dissertation,0,1,1,0,0,Sousan Arafeh,,,,,,08/25/2026,12/13/2026
Fall 2026,10331,ENG,110,01,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Kayo Yoshikawa,Mon Wed Fri,0810,0900,Engleman Hall,B303,08/25/2026,12/13/2026
Fall 2026,10332,ENG,110,02,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Richard Cuminale,Mon Wed Fri,0810,0900,Engleman Hall,B305,08/25/2026,12/13/2026
Fall 2026,10333,ENG,110,03,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Richard Cuminale,Mon Wed Fri,0910,1000,Engleman Hall,B305,08/25/2026,12/13/2026
Fall 2026,10334,ENG,110,04,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Kayo Yoshikawa,Mon Wed Fri,0910,1000,Engleman Hall,B306,08/25/2026,12/13/2026
Fall 2026,10335,ENG,110,05,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Shelby Widmer,Mon Wed Fri,1010,1100,Engleman Hall,B305,08/25/2026,12/13/2026
Fall 2026,10336,ENG,110,06,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Katie Barakat,Mon Wed Fri,1110,1200,Engleman Hall,B118,08/25/2026,12/13/2026
Fall 2026,10337,ENG,110,07,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Michael Brelsford,Mon Wed Fri,1110,1200,Engleman Hall,B306,08/25/2026,12/13/2026
Fall 2026,10338,ENG,110,08,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Shelby Widmer,Mon Wed Fri,1110,1200,Engleman Hall,B307,08/25/2026,12/13/2026
Fall 2026,10339,ENG,110,09,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Michael Dirschel,Mon Wed Fri,1210,1300,Engleman Hall,B118,08/25/2026,12/13/2026
Fall 2026,10340,ENG,110,10,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Michael Brelsford,Mon Wed Fri,1210,1300,Engleman Hall,B306,08/25/2026,12/13/2026
Fall 2026,12379,ENG,110,11,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Noah Goldsher,Tue Thu,1525,1640,Engleman Hall,B304,08/25/2026,12/13/2026
Fall 2026,10342,ENG,110,12,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Joseph Mason,Mon Wed,1400,1515,Engleman Hall,B305,08/25/2026,12/13/2026
Fall 2026,10343,ENG,110,13,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Heather Nielsen,Mon Wed,1400,1515,Engleman Hall,B306,08/25/2026,12/13/2026
Fall 2026,10344,ENG,110,14,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Joseph Mason,Mon Wed,1525,1640,Engleman Hall,B306,08/25/2026,12/13/2026
Fall 2026,10345,ENG,110,15,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,David Legere,Mon Wed,1650,1805,Engleman Hall,B303,08/25/2026,12/13/2026
Fall 2026,10346,ENG,110,16,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Ian Hugo,Tue Thu,0810,0925,Engleman Hall,B306,08/25/2026,12/13/2026
Fall 2026,10347,ENG,110,17,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Nicole Henderson,Tue Thu,0935,1050,Engleman Hall,B118,08/25/2026,12/13/2026
Fall 2026,10348,ENG,110,18,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Nicole Henderson,Tue Thu,1100,1215,Engleman Hall,A109,08/25/2026,12/13/2026
Fall 2026,11027,ENG,110,19,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Vara Neverow,Tue Thu,1225,1340,Engleman Hall,B303,08/25/2026,12/13/2026
Fall 2026,11028,ENG,110,20,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Clara Biesel (she/her/hers),Tue Thu,1350,1505,Engleman Hall,A109,08/25/2026,12/13/2026
Fall 2026,11030,ENG,110,21,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Jerry Canto,Tue Thu,1350,1505,Engleman Hall,B303,08/25/2026,12/13/2026
Fall 2026,11031,ENG,110,22,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Cory Sisterhenm,Tue Thu,1525,1640,Engleman Hall,B303,08/25/2026,12/13/2026
Fall 2026,11032,ENG,110,23,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,David Legere,Mon Wed,1525,1640,Engleman Hall,B303,08/25/2026,12/13/2026
Fall 2026,11199,ENG,110,24,Fund of Academic Writing,3,Main Campus,,Lecture,0,14,14,0,5,Clara Biesel (she/her/hers),Tue Thu,1100,1215,Engleman Hall,B307,08/25/2026,12/13/2026
Fall 2026,11395,ENG,110,25,Fund of Academic Writing,3,Main Campus,,Lecture,0,14,14,0,5,TBA Staff,Tue Thu,0810,0925,Engleman Hall,B118,08/25/2026,12/13/2026
Fall 2026,11396,ENG,110,26,Fund of Academic Writing,3,Main Campus,,Lecture,0,14,14,0,5,TBA Staff,Mon Wed,1525,1640,Engleman Hall,B118,08/25/2026,12/13/2026
Fall 2026,11415,ENG,110,27,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Melissa Maier,Tue Thu,1525,1640,Engleman Hall,B307,08/25/2026,12/13/2026
Fall 2026,11752,ENG,110,28,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Emily Costa (they/them/their),Mon Wed Fri,0910,1000,Engleman Hall,A109,08/25/2026,12/13/2026
Fall 2026,12375,ENG,110,29,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Cory Sisterhenm,Tue Thu,1350,1505,Engleman Hall,B125,08/25/2026,12/13/2026
Fall 2026,12376,ENG,110,30,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,Jerry Canto,Tue Thu,1525,1640,Engleman Hall,A109,08/25/2026,12/13/2026
Fall 2026,12378,ENG,110,31,Fund of Academic Writing,3,Main Campus,T,Lecture,0,14,14,0,5,TBA Staff,Mon Wed Fri,1010,1100,Engleman Hall,B118,08/25/2026,12/13/2026
Fall 2026,10349,ENG,112,01,Writing Arguments,3,Main Campus,T,Lecture,0,20,20,0,5,Erik Russo,Mon Wed Fri,0810,0900,Engleman Hall,B307,08/25/2026,12/13/2026
Fall 2026,10350,ENG,112,02,Writing Arguments,3,Main Campus,T,Lecture,0,20,20,0,5,Thomas Truelove,Mon Wed Fri,0810,0900,Engleman Hall,D266,08/25/2026,12/13/2026
Fall 2026,10351,ENG,112,03,Writing Arguments,3,Main Campus,T,Lecture,0,20,20,0,5,Kristin Dringoli,Mon Wed Fri,0810,0900,Engleman Hall,B306,08/25/2026,12/13/2026
